,a,b,c,k,tau,std(x[-10%:]),x[-1],t/T
298,0.5,5.0,10.0,10.0,3,3.729130225268716e-08,0.4999998422296687,0.00325
299,0.5,5.0,10.0,10.0,4,9.777682986974372e-08,0.4999997984993064,0.0032800000000000004
300,0.5,10.0,0.5,0.5,2,1.9561911789702258e-07,0.4999997943080201,0.1463
301,0.5,10.0,0.5,0.5,3,1.952792594972823e-07,0.4999997945969162,0.14625
302,0.5,10.0,0.5,0.5,4,1.9533130675735052e-07,0.49999979447382836,0.14618
303,0.5,10.0,0.5,1.0,2,1.8980538191339001e-07,0.666666475891282,0.09966
304,0.5,10.0,0.5,1.0,3,1.9005848257268617e-07,0.6666664756420703,0.09956
305,0.5,10.0,0.5,1.0,4,1.900205135604852e-07,0.6666664756860163,0.09947
306,0.5,10.0,0.5,2.0,2,1.8639394417458927e-07,0.799999817913355,0.06036
307,0.5,10.0,0.5,2.0,3,1.8633492861158647e-07,0.7999998181123352,0.06025
308,0.5,10.0,0.5,2.0,4,1.8673831355138077e-07,0.7999998178625525,0.06013
309,0.5,10.0,0.5,5.0,2,1.8305092317846423e-07,0.9090907339298223,0.02725
310,0.5,10.0,0.5,5.0,3,1.8410179658861915e-07,0.9090907335012602,0.02711
311,0.5,10.0,0.5,5.0,4,1.8271663412542832e-07,0.9090907341615814,0.02698
312,0.5,10.0,0.5,10.0,2,1.8177346355276677e-07,0.9523807788281986,0.01388
313,0.5,10.0,0.5,10.0,3,1.7934733555483892e-07,0.9523807825829771,0.01375
314,0.5,10.0,0.5,10.0,4,1.8065012887164188e-07,0.9523807828701621,0.0136
315,0.5,10.0,1.0,0.5,2,2.0291562755458038e-07,0.3333331053976296,0.09395
316,0.5,10.0,1.0,0.5,3,2.031748273976735e-07,0.3333331053202603,0.09391
317,0.5,10.0,1.0,0.5,4,2.0303401574261403e-07,0.3333331052451313,0.09387000000000001
318,0.5,10.0,1.0,1.0,2,1.9522426812091114e-07,0.49999979441095777,0.07278
319,0.5,10.0,1.0,1.0,3,1.9542420607222128e-07,0.49999979459565846,0.07271999999999999
320,0.5,10.0,1.0,1.0,4,1.9511500376954642e-07,0.49999979478649453,0.07266
321,0.5,10.0,1.0,2.0,2,1.9001828027091302e-07,0.6666664758019127,0.04943
322,0.5,10.0,1.0,2.0,3,1.893195681312556e-07,0.6666664765221613,0.04935
323,0.5,10.0,1.0,2.0,4,1.891844870813219e-07,0.6666664766786886,0.04926
324,0.5,10.0,1.0,5.0,2,1.8376309570411917e-07,0.8333331551828136,0.02475
325,0.5,10.0,1.0,5.0,3,1.8503607609750212e-07,0.8333331544175097,0.02462
326,0.5,10.0,1.0,5.0,4,1.8507759601286019e-07,0.8333331548625865,0.0245
327,0.5,10.0,1.0,10.0,2,1.8156296123971508e-07,0.9090907348602676,0.01317
328,0.5,10.0,1.0,10.0,3,1.8253027495899402e-07,0.9090907352990557,0.013030000000000002
329,0.5,10.0,1.0,10.0,4,1.8093082836164003e-07,0.9090907382524085,0.0129
330,0.5,10.0,2.0,0.5,2,2.128133876440337e-07,0.19999973968416285,0.05357
331,0.5,10.0,2.0,0.5,3,2.126044969755781e-07,0.19999974018030997,0.05356
332,0.5,10.0,2.0,0.5,4,2.1239253784285382e-07,0.19999974068030585,0.05355000000000001
333,0.5,10.0,2.0,1.0,2,2.0281438929777757e-07,0.33333310567334884,0.046630000000000005
334,0.5,10.0,2.0,1.0,3,2.026929740802681e-07,0.3333331062438676,0.0466
335,0.5,10.0,2.0,1.0,4,2.0238100521497954e-07,0.33333310613051803,0.046560000000000004
336,0.5,10.0,2.0,2.0,2,1.9503525452447446e-07,0.49999979511550974,0.03602
337,0.5,10.0,2.0,2.0,3,1.943532541553527e-07,0.49999979557155494,0.03596
338,0.5,10.0,2.0,2.0,4,1.946669888731378e-07,0.49999979605346284,0.0359
339,0.5,10.0,2.0,5.0,2,1.8838553227052319e-07,0.7142855272739769,0.02083
340,0.5,10.0,2.0,5.0,3,1.8815255581400907e-07,0.7142855277439345,0.020730000000000002
341,0.5,10.0,2.0,5.0,4,1.8781580325617314e-07,0.7142855283340009,0.02063
342,0.5,10.0,2.0,10.0,2,1.847850446708948e-07,0.8333331549330647,0.01192
343,0.5,10.0,2.0,10.0,3,1.8369486720031657e-07,0.8333331571638855,0.011800000000000001
344,0.5,10.0,2.0,10.0,4,1.8155720050786753e-07,0.8333331575743078,0.01167
345,0.5,10.0,5.0,0.5,2,2.2752713787059472e-07,0.09090877264006629,0.022260000000000002
346,0.5,10.0,5.0,0.5,3,2.2750207238474438e-07,0.09090877296938989,0.022260000000000002
347,0.5,10.0,5.0,0.5,4,2.2747009381861664e-07,0.09090877330994661,0.022260000000000002
348,0.5,10.0,5.0,1.0,2,2.1488129271551243e-07,0.16666639524862545,0.021580000000000002
349,0.5,10.0,5.0,1.0,3,2.1488162759235624e-07,0.16666639576824846,0.02157
350,0.5,10.0,5.0,1.0,4,2.148663338330279e-07,0.16666639631067065,0.02156
351,0.5,10.0,5.0,2.0,2,2.0532576690240325e-07,0.28571404984658705,0.01932
352,0.5,10.0,5.0,2.0,3,2.0436640193953044e-07,0.28571405188586696,0.0193
353,0.5,10.0,5.0,2.0,4,2.0292031016481483e-07,0.2857140522655957,0.01927
354,0.5,10.0,5.0,5.0,2,1.915394903984263e-07,0.4999997988022223,0.01395
355,0.5,10.0,5.0,5.0,3,1.9122548380998513e-07,0.4999997985644905,0.01388
356,0.5,10.0,5.0,5.0,4,1.933820743889783e-07,0.49999979850959453,0.013810000000000001
357,0.5,10.0,5.0,10.0,2,1.8738374597972652e-07,0.6666664802264968,0.009210000000000001
358,0.5,10.0,5.0,10.0,3,1.8710547305693195e-07,0.6666664810519989,0.00911
359,0.5,10.0,5.0,10.0,4,1.8623480546247036e-07,0.6666664825652473,0.00901
360,0.5,10.0,10.0,0.5,2,2.3801018629558727e-07,0.04761867517867104,0.01065
361,0.5,10.0,10.0,0.5,3,2.3929939232108234e-07,0.04761867352029446,0.01065
362,0.5,10.0,10.0,0.5,4,2.3791852144245667e-07,0.04761867603991861,0.01066
363,0.5,10.0,10.0,1.0,2,2.2633575511836826e-07,0.09090877589659387,0.01083
364,0.5,10.0,10.0,1.0,3,2.2617335954306049e-07,0.09090877675084394,0.01083
365,0.5,10.0,10.0,1.0,4,2.2597987379306306e-07,0.09090877765463098,0.01083
366,0.5,10.0,10.0,2.0,2,2.1287108474043998e-07,0.16666639828417248,0.01046
367,0.5,10.0,10.0,2.0,3,2.1261746892855045e-07,0.16666639972153222,0.010450000000000001
368,0.5,10.0,10.0,2.0,4,2.150504937103105e-07,0.16666639781166245,0.01043
369,0.5,10.0,10.0,5.0,2,2.0100662256996995e-07,0.33333310865710264,0.00873
370,0.5,10.0,10.0,5.0,3,1.9902086135078368e-07,0.33333311340034694,0.008700000000000001
371,0.5,10.0,10.0,5.0,4,1.958273964102714e-07,0.3333331148185964,0.00866
372,0.5,10.0,10.0,10.0,2,1.8574372644653463e-07,0.4999998058184441,0.006549999999999999
373,0.5,10.0,10.0,10.0,3,1.8643360442907098e-07,0.49999980440748026,0.00647
374,0.5,10.0,10.0,10.0,4,1.8743058646927352e-07,0.4999998085798553,0.0064
375,1.0,0.5,0.5,0.5,2,3.050070907670212e-07,0.5000000527836757,0.06062000000000001
376,1.0,0.5,0.5,0.5,3,3.229884623930876e-07,0.5000001159384188,0.06103
377,1.0,0.5,0.5,0.5,4,3.332394518104746e-07,0.500000161880583,0.06136
378,1.0,0.5,0.5,1.0,2,2.533659012212315e-07,0.6666665594368388,0.062329999999999997
379,1.0,0.5,0.5,1.0,3,3.328663949256283e-07,0.6666664806433142,0.06301
380,1.0,0.5,0.5,1.0,4,2.4534373043919127e-07,0.6666668056893943,0.06520000000000001
381,1.0,0.5,0.5,2.0,2,3.146529822748094e-07,0.7999998633748192,0.06403
382,1.0,0.5,0.5,2.0,3,2.553076195044365e-07,0.7999999878816979,0.06747
383,1.0,0.5,0.5,2.0,4,2.7511134635964706e-07,0.8000001564551737,0.07036
384,1.0,0.5,0.5,5.0,2,2.8067454088347446e-07,0.909090981586592,0.06918
385,1.0,0.5,0.5,5.0,3,3.0707207354018723e-07,0.909090793265416,0.07775
386,1.0,0.5,0.5,5.0,4,2.984414502701154e-07,0.9090908118430364,0.08922
387,1.0,0.5,0.5,10.0,2,2.9020407650583236e-07,0.9523808450120425,0.07803
388,1.0,0.5,0.5,10.0,3,2.936339410524887e-07,0.9523809642466251,0.10446000000000001
389,1.0,0.5,0.5,10.0,4,2.859556771479434e-07,0.9523810743643664,0.15677000000000002
390,1.0,0.5,1.0,0.5,2,2.954963888161492e-07,0.33333322422449513,0.05856
391,1.0,0.5,1.0,0.5,3,2.798115854429786e-07,0.3333333093458385,0.059
392,1.0,0.5,1.0,0.5,4,2.900858626772405e-07,0.3333333869671814,0.05933
393,1.0,0.5,1.0,1.0,2,3.587621482389311e-07,0.5000000780592259,0.06021
394,1.0,0.5,1.0,1.0,3,3.159051567326842e-07,0.5000000051631323,0.062130000000000005
395,1.0,0.5,1.0,1.0,4,3.421972555425484e-07,0.49999983119584496,0.06286
396,1.0,0.5,1.0,2.0,2,2.549957827819772e-07,0.6666667682671648,0.06371
397,1.0,0.5,1.0,2.0,3,2.9272914859578745e-07,0.6666665351279897,0.06636
398,1.0,0.5,1.0,2.0,4,3.288751708878895e-07,0.6666665809045963,0.06902
399,1.0,0.5,1.0,5.0,2,2.680182036685066e-07,0.8333333174703924,0.06902
400,1.0,0.5,1.0,5.0,3,2.934156210945761e-07,0.8333331762202627,0.07740999999999999
401,1.0,0.5,1.0,5.0,4,2.9990352746171847e-07,0.8333334584656381,0.08862
402,1.0,0.5,1.0,10.0,2,2.8160472464962887e-07,0.9090908018158012,0.07811
403,1.0,0.5,1.0,10.0,3,2.900352128327546e-07,0.9090908019730585,0.10421000000000001
404,1.0,0.5,1.0,10.0,4,3.0047477691827435e-07,0.9090907708258843,0.15597
405,1.0,0.5,2.0,0.5,2,3.661471215224317e-07,0.19999994621927494,0.05561
406,1.0,0.5,2.0,0.5,3,3.809152417068695e-07,0.19999984724602518,0.05591
407,1.0,0.5,2.0,0.5,4,3.4008375305015686e-07,0.19999977067181252,0.0565
408,1.0,0.5,2.0,1.0,2,3.245395739636586e-07,0.33333316393329177,0.05895
409,1.0,0.5,2.0,1.0,3,2.9968602656397787e-07,0.3333334014681705,0.05985
410,1.0,0.5,2.0,1.0,4,2.8207904061783775e-07,0.33333330779451087,0.06155000000000001
411,1.0,0.5,2.0,2.0,2,3.234293856252638e-07,0.5000001851375361,0.06172
412,1.0,0.5,2.0,2.0,3,3.044928628665298e-07,0.5000001659620159,0.06495000000000001
413,1.0,0.5,2.0,2.0,4,3.027275261202099e-07,0.5000000753428759,0.06751
414,1.0,0.5,2.0,5.0,2,2.801752191436165e-07,0.7142858528700633,0.06818
415,1.0,0.5,2.0,5.0,3,3.1632696132006825e-07,0.7142855424708316,0.07632000000000001
416,1.0,0.5,2.0,5.0,4,2.795777126692904e-07,0.7142856734959557,0.08773
417,1.0,0.5,2.0,10.0,2,3.003613141403899e-07,0.8333334873033088,0.07736
418,1.0,0.5,2.0,10.0,3,2.8578530608253096e-07,0.8333332343239206,0.10337
419,1.0,0.5,2.0,10.0,4,2.9453971199845486e-07,0.8333332278674256,0.15488
420,1.0,0.5,5.0,0.5,2,3.766844462943837e-07,0.09090914356056812,0.05203
421,1.0,0.5,5.0,0.5,3,3.8874786275960883e-07,0.09090929425376923,0.05235
422,1.0,0.5,5.0,0.5,4,3.8529249210792456e-07,0.09090935326463012,0.052660000000000005
423,1.0,0.5,5.0,1.0,2,3.548359815018979e-07,0.1666668037131005,0.05511
424,1.0,0.5,5.0,1.0,3,3.3469203990373966e-07,0.16666649852189275,0.0565
425,1.0,0.5,5.0,1.0,4,3.2102455898091806e-07,0.16666685326809638,0.05788
426,1.0,0.5,5.0,2.0,2,3.2759504374616214e-07,0.28571415962791674,0.059359999999999996
427,1.0,0.5,5.0,2.0,3,3.3195941336181966e-07,0.2857142596201286,0.061509999999999995
428,1.0,0.5,5.0,2.0,4,3.457355102649435e-07,0.2857140814594553,0.0644
429,1.0,0.5,5.0,5.0,2,3.1934975524199914e-07,0.49999988857021216,0.06607
430,1.0,0.5,5.0,5.0,3,2.9087916501698757e-07,0.5000001387915194,0.07454999999999999
431,1.0,0.5,5.0,5.0,4,3.2707245970196776e-07,0.5000001458870695,0.08493
432,1.0,0.5,5.0,10.0,2,2.887719777432465e-07,0.666666580105924,0.07614
433,1.0,0.5,5.0,10.0,3,2.977288555347398e-07,0.6666668305074438,0.10157000000000001
434,1.0,0.5,5.0,10.0,4,3.0099805779526097e-07,0.6666667443022428,0.1524
435,1.0,0.5,10.0,0.5,2,4.0375426817333314e-07,0.047618769352834864,0.0487
436,1.0,0.5,10.0,0.5,3,4.03784417381348e-07,0.047618910770722965,0.04901
437,1.0,0.5,10.0,0.5,4,3.945424166646293e-07,0.04761928407416224,0.04982
438,1.0,0.5,10.0,1.0,2,3.786819123926968e-07,0.09090933815201645,0.05232
439,1.0,0.5,10.0,1.0,3,3.8402522508975687e-07,0.09090891656950914,0.05348000000000001
440,1.0,0.5,10.0,1.0,4,3.864050990082175e-07,0.0909091061485251,0.05466
441,1.0,0.5,10.0,2.0,2,3.423602992175954e-07,0.16666650442407838,0.05661
442,1.0,0.5,10.0,2.0,3,3.349056227297548e-07,0.16666686562203875,0.05903
443,1.0,0.5,10.0,2.0,4,3.66728450627654e-07,0.166666574582827,0.06155000000000001
444,1.0,0.5,10.0,5.0,2,3.306057827087635e-07,0.333333432423254,0.06397
445,1.0,0.5,10.0,5.0,3,3.2670194217745307e-07,0.3333334020017835,0.07206
446,1.0,0.5,10.0,5.0,4,3.209341360539087e-07,0.3333334858231411,0.08232
447,1.0,0.5,10.0,10.0,2,3.043026194118959e-07,0.49999989915086457,0.07437
448,1.0,0.5,10.0,10.0,3,3.080403558507067e-07,0.5000001653965308,0.09931
449,1.0,0.5,10.0,10.0,4,3.0872324257237927e-07,0.5000001516649174,0.14875
450,1.0,1.0,0.5,0.5,2,4.284191782290593e-07,0.4999997343597333,0.02927
451,1.0,1.0,0.5,0.5,3,4.3247565077820614e-07,0.49999971717258557,0.02935
452,1.0,1.0,0.5,0.5,4,4.3329174697889927e-07,0.49999970197354243,0.02943
453,1.0,1.0,0.5,1.0,2,2.7915776861991527e-07,0.6666668132171005,0.031170000000000003
454,1.0,1.0,0.5,1.0,3,2.721627566667174e-07,0.6666667960364719,0.03157
455,1.0,1.0,0.5,1.0,4,2.5914145775077106e-07,0.6666667737173793,0.03182
456,1.0,1.0,0.5,2.0,2,2.393124441021918e-07,0.8000001529854017,0.03168
457,1.0,1.0,0.5,2.0,3,3.4724636094610416e-07,0.8000001358692643,0.03201
458,1.0,1.0,0.5,2.0,4,4.0738144012177715e-07,0.8000000163797706,0.03246
459,1.0,1.0,0.5,5.0,2,2.78957433615601e-07,0.9090907579024008,0.032780000000000004
460,1.0,1.0,0.5,5.0,3,3.245600456903908e-07,0.9090910473300137,0.03453
461,1.0,1.0,0.5,5.0,4,3.3059847276607155e-07,0.9090910030802569,0.0365
462,1.0,1.0,0.5,10.0,2,3.3215915743543364e-07,0.9523810618248936,0.03461
463,1.0,1.0,0.5,10.0,3,2.8665386540073974e-07,0.9523807990137323,0.03922
464,1.0,1.0,0.5,10.0,4,2.6156169517459443e-07,0.9523808063239372,0.04506
465,1.0,1.0,1.0,0.5,2,3.086501550269133e-07,0.3333331609964626,0.02897
466,1.0,1.0,1.0,0.5,3,3.030576982114787e-07,0.33333316797609247,0.02905
467,1.0,1.0,1.0,0.5,4,3.027658309179872e-07,0.33333317260897233,0.02911
468,1.0,1.0,1.0,1.0,2,1.8942635639282213e-07,0.5000000553291221,0.03018
469,1.0,1.0,1.0,1.0,3,1.9524489208668038e-07,0.5000001019593623,0.030330000000000003
470,1.0,1.0,1.0,1.0,4,2.256092750873319e-07,0.5000001498786593,0.03048
471,1.0,1.0,1.0,2.0,2,3.2428237381870205e-07,0.666666591062086,0.031120000000000002
472,1.0,1.0,1.0,2.0,3,3.930061890698395e-07,0.6666666909310702,0.03143
473,1.0,1.0,1.0,2.0,4,2.4738253747571517e-07,0.6666667634140118,0.03277
474,1.0,1.0,1.0,5.0,2,2.561832849924617e-07,0.8333334838602403,0.03275
475,1.0,1.0,1.0,5.0,3,3.0457488655609145e-07,0.833333247873515,0.03447
476,1.0,1.0,1.0,5.0,4,3.266597401207824e-07,0.8333332013993379,0.03632
477,1.0,1.0,1.0,10.0,2,2.919559149165654e-07,0.9090907969903388,0.03472
478,1.0,1.0,1.0,10.0,3,2.855369104701413e-07,0.9090910560250455,0.03922
479,1.0,1.0,1.0,10.0,4,3.1922403149215233e-07,0.9090909434120268,0.04453
480,1.0,1.0,2.0,0.5,2,3.682525694309245e-07,0.20000026387678155,0.027260000000000003
481,1.0,1.0,2.0,0.5,3,4.1362946765229987e-07,0.20000027442000176,0.02741
482,1.0,1.0,2.0,0.5,4,3.5660056178190514e-07,0.2000000994337284,0.02815
483,1.0,1.0,2.0,1.0,2,3.609779614028563e-07,0.33333350478437057,0.02896
484,1.0,1.0,2.0,1.0,3,4.1329836364235015e-07,0.33333347621359466,0.02911
485,1.0,1.0,2.0,1.0,4,4.4999547564762676e-07,0.3333334143842558,0.0293
486,1.0,1.0,2.0,2.0,2,3.2295970984293445e-07,0.5000001156076291,0.03052
487,1.0,1.0,2.0,2.0,3,3.340150714291124e-07,0.5000001939933879,0.030850000000000002
488,1.0,1.0,2.0,2.0,4,3.014667217117369e-07,0.4999999306253353,0.031920000000000004
489,1.0,1.0,2.0,5.0,2,3.419482756610328e-07,0.7142857034443187,0.032060000000000005
490,1.0,1.0,2.0,5.0,3,3.053853663501785e-07,0.7142855314316715,0.03382
491,1.0,1.0,2.0,5.0,4,2.9448211551606093e-07,0.7142855567708638,0.03621
492,1.0,1.0,2.0,10.0,2,3.133670120361848e-07,0.8333333052574273,0.03442
493,1.0,1.0,2.0,10.0,3,2.683471593940383e-07,0.8333333132543939,0.038869999999999995
494,1.0,1.0,2.0,10.0,4,2.953131231143208e-07,0.8333334082533412,0.04453
495,1.0,1.0,5.0,0.5,2,3.9433049041520056e-07,0.09090928084592219,0.02587
496,1.0,1.0,5.0,0.5,3,3.976077224918125e-07,0.09090931062990051,0.02595
497,1.0,1.0,5.0,0.5,4,4.0275418970889133e-07,0.09090933463609789,0.026019999999999998
498,1.0,1.0,5.0,1.0,2,3.421709652782507e-07,0.16666686564899988,0.027620000000000002
499,1.0,1.0,5.0,1.0,3,3.260334533854759e-07,0.16666683894671064,0.02785
500,1.0,1.0,5.0,1.0,4,3.23285447711802e-07,0.1666667882495721,0.02802
501,1.0,1.0,5.0,2.0,2,3.180740220208626e-07,0.2857140978480525,0.02894
502,1.0,1.0,5.0,2.0,3,3.9198646124046136e-07,0.28571413349217567,0.029400000000000003
503,1.0,1.0,5.0,2.0,4,3.102013984991987e-07,0.28571447943589695,0.03032
504,1.0,1.0,5.0,5.0,2,2.9307482169931816e-07,0.5000001393105996,0.031420000000000003
505,1.0,1.0,5.0,5.0,3,3.076341801847878e-07,0.5000001270824181,0.03295
506,1.0,1.0,5.0,5.0,4,2.8512078693850117e-07,0.500000169254945,0.03517
507,1.0,1.0,5.0,10.0,2,2.8827265872373876e-07,0.6666667554064833,0.03381
508,1.0,1.0,5.0,10.0,3,3.280463425304749e-07,0.6666666541548799,0.038
509,1.0,1.0,5.0,10.0,4,2.7350943220121196e-07,0.6666666414434153,0.04378
510,1.0,1.0,10.0,0.5,2,3.377013363791336e-07,0.04761926024677051,0.02441
511,1.0,1.0,10.0,0.5,3,3.4928245040631367e-07,0.047619298717617276,0.02451
512,1.0,1.0,10.0,0.5,4,3.68376534988801e-07,0.04761931753839162,0.0246
513,1.0,1.0,10.0,1.0,2,3.258106188730873e-07,0.0909093043097046,0.026060000000000003
514,1.0,1.0,10.0,1.0,3,3.635152246084483e-07,0.09090915832580117,0.026330000000000003
515,1.0,1.0,10.0,1.0,4,3.9368065418544e-07,0.09090903147493053,0.0265
516,1.0,1.0,10.0,2.0,2,3.512539772989646e-07,0.16666645007906086,0.02763
517,1.0,1.0,10.0,2.0,3,3.4662105780501105e-07,0.16666686868346597,0.02842
518,1.0,1.0,10.0,2.0,4,3.3153888917189587e-07,0.1666667504618693,0.028820000000000002
519,1.0,1.0,10.0,5.0,2,2.943623336111756e-07,0.33333349530411943,0.030420000000000003
520,1.0,1.0,10.0,5.0,3,3.353031762311338e-07,0.33333353345253247,0.031900000000000005
521,1.0,1.0,10.0,5.0,4,3.1446815684060086e-07,0.33333341194025595,0.03387
522,1.0,1.0,10.0,10.0,2,3.4046740413150354e-07,0.5000000293257899,0.032920000000000005
523,1.0,1.0,10.0,10.0,3,2.9976708667000736e-07,0.5000000647045793,0.037200000000000004
524,1.0,1.0,10.0,10.0,4,3.0887220464718006e-07,0.4999998465512612,0.04256
525,1.0,2.0,0.5,0.5,2,1.6008341258907473e-07,0.499999879494513,0.017929999999999998
526,1.0,2.0,0.5,0.5,3,1.5526508345234727e-07,0.49999989020412056,0.01771
527,1.0,2.0,0.5,0.5,4,1.4825570445684864e-07,0.4999999035512843,0.01747
528,1.0,2.0,0.5,1.0,2,2.6433151984141573e-07,0.6666671308732887,0.0148
529,1.0,2.0,0.5,1.0,3,3.237916776877562e-07,0.666667185554667,0.01475
530,1.0,2.0,0.5,1.0,4,3.940584102829901e-07,0.6666672448681762,0.014700000000000001
531,1.0,2.0,0.5,2.0,2,5.467791849101668e-07,0.7999998281249594,0.014960000000000001
532,1.0,2.0,0.5,2.0,3,5.346824446579779e-08,0.7999998879405162,0.01622
533,1.0,2.0,0.5,2.0,4,8.511386122561279e-08,0.7999999143862793,0.01638
534,1.0,2.0,0.5,5.0,2,1.8603666447665457e-07,0.9090909224382959,0.01572
535,1.0,2.0,0.5,5.0,3,2.4895046507625717e-07,0.9090910136716398,0.01668
536,1.0,2.0,0.5,5.0,4,2.038910209323772e-07,0.9090909388852444,0.01693
537,1.0,2.0,0.5,10.0,2,2.6727138778324023e-07,0.952380852819029,0.01661
538,1.0,2.0,0.5,10.0,3,2.482344435426017e-07,0.9523810258201105,0.01762
539,1.0,2.0,0.5,10.0,4,2.553722335824286e-07,0.952380915385918,0.018670000000000003
540,1.0,2.0,1.0,0.5,2,8.483884939546604e-08,0.33333366331524045,0.01442
541,1.0,2.0,1.0,0.5,3,9.991202984403858e-08,0.3333336827025045,0.014410000000000001
542,1.0,2.0,1.0,0.5,4,1.1782029239932865e-07,0.3333336993772941,0.014410000000000001
543,1.0,2.0,1.0,1.0,2,4.6682206181228697e-07,0.4999997148017858,0.01426
544,1.0,2.0,1.0,1.0,3,5.231549881981151e-07,0.49999972081216776,0.01426
545,1.0,2.0,1.0,1.0,4,5.818573637569989e-07,0.4999997379914167,0.01427
546,1.0,2.0,1.0,2.0,2,3.8943500023787686e-07,0.6666667773928046,0.015130000000000001
547,1.0,2.0,1.0,2.0,3,4.4474471016173e-07,0.6666668306722459,0.01517
548,1.0,2.0,1.0,2.0,4,4.955899777327915e-07,0.6666668942174206,0.01523
549,1.0,2.0,1.0,5.0,2,2.3974843080362456e-07,0.8333334161777336,0.016030000000000003
550,1.0,2.0,1.0,5.0,3,1.9199296044984936e-07,0.8333333244566427,0.01624
551,1.0,2.0,1.0,5.0,4,2.838437687492711e-07,0.8333331630900637,0.01656
552,1.0,2.0,1.0,10.0,2,3.5062487520055766e-07,0.9090908754291326,0.016370000000000003
553,1.0,2.0,1.0,10.0,3,3.1718090110390053e-07,0.9090908742576945,0.01743
554,1.0,2.0,1.0,10.0,4,3.005281574872923e-07,0.9090910179036571,0.01855
555,1.0,2.0,2.0,0.5,2,1.3160489551282568e-07,0.20000016588732686,0.014
556,1.0,2.0,2.0,0.5,3,1.4365090560437063e-07,0.20000016304783946,0.01402
557,1.0,2.0,2.0,0.5,4,1.5749746130423131e-07,0.2000001560700473,0.01405
558,1.0,2.0,2.0,1.0,2,1.8496351691518628e-07,0.3333332855676876,0.01468
559,1.0,2.0,2.0,1.0,3,2.1064888321073179e-07,0.3333333051980714,0.01473
560,1.0,2.0,2.0,1.0,4,2.354576864498485e-07,0.3333333203937822,0.01476
561,1.0,2.0,2.0,2.0,2,4.358554545728754e-07,0.4999997149017594,0.01467
562,1.0,2.0,2.0,2.0,3,4.011034653198823e-07,0.4999997015726295,0.0148
563,1.0,2.0,2.0,2.0,4,1.574527220563567e-07,0.5000000192372799,0.01568
564,1.0,2.0,2.0,5.0,2,2.537983430893422e-07,0.7142856424480307,0.01593
565,1.0,2.0,2.0,5.0,3,1.8250010782375875e-07,0.7142857645947123,0.01622
566,1.0,2.0,2.0,5.0,4,2.51214819169044e-07,0.7142858845337103,0.01645
567,1.0,2.0,2.0,10.0,2,2.637210106452272e-07,0.8333333948118541,0.01648
568,1.0,2.0,2.0,10.0,3,2.5512684839758184e-07,0.8333332742978227,0.01738
569,1.0,2.0,2.0,10.0,4,2.8773545408621846e-07,0.8333334687711875,0.01816
570,1.0,2.0,5.0,0.5,2,2.7863919301281105e-07,0.09090922037328117,0.013120000000000001
571,1.0,2.0,5.0,0.5,3,2.893468762771167e-07,0.09090923389047074,0.01316
572,1.0,2.0,5.0,0.5,4,3.010576994930613e-07,0.0909092449703225,0.01319
573,1.0,2.0,5.0,1.0,2,2.4636574443056916e-07,0.1666665491648022,0.01383
574,1.0,2.0,5.0,1.0,3,2.782185232761507e-07,0.16666651507541472,0.01396
575,1.0,2.0,5.0,1.0,4,2.973510287199124e-07,0.16666649640238376,0.01405
576,1.0,2.0,5.0,2.0,2,2.8809841845383954e-07,0.28571442022444277,0.01455
577,1.0,2.0,5.0,2.0,3,2.6889746686383564e-07,0.28571439006285815,0.01465
578,1.0,2.0,5.0,2.0,4,2.5435880868690044e-07,0.28571435862129524,0.01473
579,1.0,2.0,5.0,5.0,2,3.4518304924353867e-07,0.4999999812299561,0.01524
580,1.0,2.0,5.0,5.0,3,2.445282836869415e-07,0.5000001656189738,0.0158
581,1.0,2.0,5.0,5.0,4,3.8632373382422984e-07,0.5000001377570075,0.01602
582,1.0,2.0,5.0,10.0,2,3.209871607474554e-07,0.6666668499507481,0.015960000000000002
583,1.0,2.0,5.0,10.0,3,2.966556637016933e-07,0.6666665096393645,0.01692
584,1.0,2.0,5.0,10.0,4,2.760014021078319e-07,0.6666667043752734,0.01796
585,1.0,2.0,10.0,0.5,2,2.625542777577957e-07,0.04761895669957168,0.01193
586,1.0,2.0,10.0,0.5,3,2.658786752382923e-07,0.04761893191351133,0.01196
587,1.0,2.0,10.0,0.5,4,2.761628948437081e-07,0.04761889885518788,0.012
588,1.0,2.0,10.0,1.0,2,2.833003142290354e-07,0.09090930613987995,0.0128
589,1.0,2.0,10.0,1.0,3,3.1230649242920467e-07,0.0909093349352785,0.01284
590,1.0,2.0,10.0,1.0,4,3.5225686271122827e-07,0.09090936573503718,0.0129
591,1.0,2.0,10.0,2.0,2,4.623015038272514e-07,0.1666664225610718,0.01351
592,1.0,2.0,10.0,2.0,3,2.7385869567389044e-07,0.16666675667497607,0.01397
593,1.0,2.0,10.0,2.0,4,2.2324791678775798e-07,0.16666684486760036,0.01418
594,1.0,2.0,10.0,5.0,2,3.5542310249455773e-07,0.3333332986943765,0.01481
595,1.0,2.0,10.0,5.0,3,3.8256267983690427e-07,0.3333331387435184,0.01502
596,1.0,2.0,10.0,5.0,4,3.309165912416532e-07,0.33333342886401873,0.01573
597,1.0,2.0,10.0,10.0,2,3.0707702151024943e-07,0.4999999756575605,0.015560000000000001
598,1.0,2.0,10.0,10.0,3,3.3316011274844417e-07,0.5000001646718201,0.01645
