,a,b,c,k,tau,std(x[-10%:]),x[-1],t/T
599,1.0,2.0,10.0,10.0,4,3.709947899809933e-07,0.49999985465902036,0.01747
600,1.0,5.0,0.5,0.5,2,1.9453088878467528e-07,0.49999979637889463,0.07066
601,1.0,5.0,0.5,0.5,3,1.946502748161834e-07,0.49999979667300865,0.07060000000000001
602,1.0,5.0,0.5,0.5,4,1.9465309762371096e-07,0.4999997965485353,0.07053
603,1.0,5.0,0.5,1.0,2,1.88824141348539e-07,0.6666664782327236,0.04718
604,1.0,5.0,0.5,1.0,3,1.8856750829771955e-07,0.6666664793164739,0.0471
605,1.0,5.0,0.5,1.0,4,1.887423901328986e-07,0.6666664792145962,0.047
606,1.0,5.0,0.5,2.0,2,1.83671002606119e-07,0.7999998239394316,0.02733
607,1.0,5.0,0.5,2.0,3,1.841841754359861e-07,0.7999998239859758,0.0272
608,1.0,5.0,0.5,2.0,4,1.8330332343809305e-07,0.7999998241306115,0.02707
609,1.0,5.0,0.5,5.0,2,1.6698117596062518e-07,0.9090907645430993,0.00975
610,1.0,5.0,0.5,5.0,3,1.6724619176480475e-07,0.9090907650975794,0.00948
611,1.0,5.0,0.5,5.0,4,1.678399350924628e-07,0.9090907697397297,0.009200000000000002
612,1.0,5.0,0.5,10.0,2,9.740691134845296e-08,0.9523807728654147,0.0065
613,1.0,5.0,0.5,10.0,3,2.25248990113972e-07,0.9523807279271317,0.0064800000000000005
614,1.0,5.0,0.5,10.0,4,4.254734199653078e-07,0.9523807056543498,0.00646
615,1.0,5.0,1.0,0.5,2,2.016864227605083e-07,0.3333331089636091,0.04453
616,1.0,5.0,1.0,0.5,3,2.01415261520118e-07,0.33333310974233205,0.0445
617,1.0,5.0,1.0,0.5,4,2.0094564682907256e-07,0.3333331098138604,0.04446
618,1.0,5.0,1.0,1.0,2,1.9270227212868904e-07,0.49999979960621194,0.03377
619,1.0,5.0,1.0,1.0,3,1.9347245142454201e-07,0.49999979973164177,0.0337
620,1.0,5.0,1.0,1.0,4,1.9313488954952362e-07,0.49999979989100257,0.03363
621,1.0,5.0,1.0,2.0,2,1.864141664774388e-07,0.666666483802167,0.021830000000000002
622,1.0,5.0,1.0,2.0,3,1.8678561974989366e-07,0.6666664838108486,0.02172
623,1.0,5.0,1.0,2.0,4,1.8571906311287277e-07,0.6666664852481159,0.02162
624,1.0,5.0,1.0,5.0,2,1.5999078077105175e-07,0.8333332044493652,0.00807
625,1.0,5.0,1.0,5.0,3,1.539974061577369e-07,0.8333332224312775,0.00771
626,1.0,5.0,1.0,5.0,4,1.2255535749766163e-07,0.8333332796422461,0.00726
627,1.0,5.0,1.0,10.0,2,2.2963998193945093e-07,0.909090688354795,0.0063100000000000005
628,1.0,5.0,1.0,10.0,3,4.163642868539587e-07,0.9090906565582966,0.00628
629,1.0,5.0,1.0,10.0,4,1.2790721966907525e-07,0.9090910344542535,0.006900000000000001
630,1.0,5.0,2.0,0.5,2,2.0909475657857662e-07,0.19999974911160714,0.02435
631,1.0,5.0,2.0,0.5,3,2.0946568024576797e-07,0.19999974925819464,0.02433
632,1.0,5.0,2.0,0.5,4,2.0982024055349464e-07,0.1999997494298019,0.024310000000000002
633,1.0,5.0,2.0,1.0,2,1.9824249207173588e-07,0.33333311582288977,0.02065
634,1.0,5.0,2.0,1.0,3,1.9838143958489919e-07,0.3333331168043506,0.02061
635,1.0,5.0,2.0,1.0,4,1.9806989358171738e-07,0.33333311633158474,0.02056
636,1.0,5.0,2.0,2.0,2,1.8887094933679996e-07,0.49999981011114014,0.015
637,1.0,5.0,2.0,2.0,3,1.8931983390539432e-07,0.4999998097240844,0.01491
638,1.0,5.0,2.0,2.0,4,1.8954832214032975e-07,0.49999980959824386,0.01482
639,1.0,5.0,2.0,5.0,2,9.832429340660041e-08,0.7142856744630939,0.00661
640,1.0,5.0,2.0,5.0,3,5.474969071974446e-08,0.7142855791698818,0.006520000000000001
641,1.0,5.0,2.0,5.0,4,4.650416856854221e-08,0.7142854306465322,0.00641
642,1.0,5.0,2.0,10.0,2,6.171081553971226e-07,0.8333331526589903,0.00598
643,1.0,5.0,2.0,10.0,3,4.3542151819655194e-08,0.8333334655758814,0.0067
644,1.0,5.0,2.0,10.0,4,1.074539054854305e-07,0.8333334536217446,0.00679
645,1.0,5.0,5.0,0.5,2,2.1253708945749078e-07,0.09090882499254833,0.00821
646,1.0,5.0,5.0,0.5,3,2.1334470581559635e-07,0.09090882540354675,0.008199999999999999
647,1.0,5.0,5.0,0.5,4,2.1287090284405993e-07,0.09090882159339181,0.00818
648,1.0,5.0,5.0,1.0,2,1.9180787117348542e-07,0.16666646379470704,0.00733
649,1.0,5.0,5.0,1.0,3,1.918923127664303e-07,0.1666664626055638,0.00728
650,1.0,5.0,5.0,1.0,4,1.883514947791139e-07,0.16666647077327224,0.00725
651,1.0,5.0,5.0,2.0,2,1.658931004417045e-07,0.2857143542256599,0.00621
652,1.0,5.0,5.0,2.0,3,1.4908747786191304e-07,0.28571432247565476,0.00623
653,1.0,5.0,5.0,2.0,4,1.377347204392308e-07,0.28571429272389365,0.00623
654,1.0,5.0,5.0,5.0,2,6.819064266974297e-07,0.5000007309000967,0.00557
655,1.0,5.0,5.0,5.0,3,1.258303403252974e-07,0.49999989605078815,0.006350000000000001
656,1.0,5.0,5.0,5.0,4,8.302927081079386e-08,0.4999998632581008,0.00642
657,1.0,5.0,5.0,10.0,2,4.6730014594248086e-07,0.666666659416493,0.00602
658,1.0,5.0,5.0,10.0,3,8.546175564758603e-08,0.6666665218599526,0.00653
659,1.0,5.0,5.0,10.0,4,1.0511346589068056e-07,0.6666665902665753,0.00671
660,1.0,5.0,10.0,0.5,2,4.3754898343603505e-08,0.047619450765636874,0.004860000000000001
661,1.0,5.0,10.0,0.5,3,4.434583564829641e-08,0.04761945755545078,0.00487
662,1.0,5.0,10.0,0.5,4,4.552395370702324e-08,0.04761946460321738,0.00488
663,1.0,5.0,10.0,1.0,2,3.519271132783843e-07,0.09090987625074338,0.00485
664,1.0,5.0,10.0,1.0,3,3.748828343671716e-07,0.09090988773958142,0.004860000000000001
665,1.0,5.0,10.0,1.0,4,3.9576434869753146e-07,0.09090992591233396,0.004860000000000001
666,1.0,5.0,10.0,2.0,2,4.414013975262912e-08,0.1666664311799321,0.00558
667,1.0,5.0,10.0,2.0,3,5.423289111915145e-08,0.16666642499402975,0.005600000000000001
668,1.0,5.0,10.0,2.0,4,6.967583422545606e-08,0.1666664197233899,0.00562
669,1.0,5.0,10.0,5.0,2,1.934653027752383e-07,0.33333346191024,0.005860000000000001
670,1.0,5.0,10.0,5.0,3,2.504831036128123e-07,0.3333334432168433,0.00588
671,1.0,5.0,10.0,5.0,4,3.1988002998374955e-07,0.33333341595872906,0.005900000000000001
672,1.0,5.0,10.0,10.0,2,4.995352288002149e-07,0.5000002783677924,0.00588
673,1.0,5.0,10.0,10.0,3,1.3496487392302904e-07,0.500000028750599,0.00638
674,1.0,5.0,10.0,10.0,4,2.3794355331351392e-07,0.4999999348386446,0.0065
675,1.0,10.0,0.5,0.5,2,1.954278459698699e-07,0.4999997946339099,0.14562
676,1.0,10.0,0.5,0.5,3,1.9527774250083642e-07,0.49999979472398887,0.14556
677,1.0,10.0,0.5,0.5,4,1.9537825169498304e-07,0.4999997948155839,0.1455
678,1.0,10.0,0.5,1.0,2,1.8978019688856506e-07,0.6666664761790144,0.09895
679,1.0,10.0,0.5,1.0,3,1.8972640637917563e-07,0.6666664762414813,0.09886
680,1.0,10.0,0.5,1.0,4,1.896687779842172e-07,0.6666664763083885,0.09877
681,1.0,10.0,0.5,2.0,2,1.863116646063095e-07,0.7999998185594877,0.05963
682,1.0,10.0,0.5,2.0,3,1.8618417193051655e-07,0.7999998188375904,0.05952
683,1.0,10.0,0.5,2.0,4,1.860428931400515e-07,0.7999998191314011,0.059410000000000004
684,1.0,10.0,0.5,5.0,2,1.8225026905883632e-07,0.9090907353487435,0.02647
685,1.0,10.0,0.5,5.0,3,1.8286920783682845e-07,0.909090735418843,0.026330000000000003
686,1.0,10.0,0.5,5.0,4,1.8231905381398647e-07,0.9090907366173195,0.026199999999999998
687,1.0,10.0,0.5,10.0,2,1.802435663784501e-07,0.9523807841595106,0.01302
688,1.0,10.0,0.5,10.0,3,1.7886714438127672e-07,0.952380784854971,0.01286
689,1.0,10.0,0.5,10.0,4,1.7966053691892404e-07,0.9523807861581974,0.012700000000000001
690,1.0,10.0,1.0,0.5,2,2.0287023860518893e-07,0.33333310556853313,0.09328
691,1.0,10.0,1.0,0.5,3,2.0281242369230433e-07,0.3333331058501571,0.09325
692,1.0,10.0,1.0,0.5,4,2.0275268563640236e-07,0.3333331061341259,0.09322
693,1.0,10.0,1.0,1.0,2,1.9496586547068982e-07,0.4999997955304716,0.07210000000000001
694,1.0,10.0,1.0,1.0,3,1.950315783091003e-07,0.4999997953305604,0.07203
695,1.0,10.0,1.0,1.0,4,1.946931877666956e-07,0.499999795555372,0.07196999999999999
696,1.0,10.0,1.0,2.0,2,1.8965586394629043e-07,0.6666664768474214,0.04871
697,1.0,10.0,1.0,2.0,3,1.8945123428301345e-07,0.6666664770854343,0.048620000000000003
698,1.0,10.0,1.0,2.0,4,1.8922969125488455e-07,0.6666664773430245,0.048530000000000004
699,1.0,10.0,1.0,5.0,2,1.8393901482046768e-07,0.8333331557776185,0.023960000000000002
700,1.0,10.0,1.0,5.0,3,1.8474324266323273e-07,0.8333331555657606,0.02383
701,1.0,10.0,1.0,5.0,4,1.8425206738180222e-07,0.8333331566209272,0.023710000000000002
702,1.0,10.0,1.0,10.0,2,1.809122297455754e-07,0.9090907398452861,0.0123
703,1.0,10.0,1.0,10.0,3,1.7850531966560938e-07,0.9090907413056065,0.012150000000000001
704,1.0,10.0,1.0,10.0,4,1.7835371610372023e-07,0.9090907434340403,0.012
705,1.0,10.0,2.0,0.5,2,2.129200716610501e-07,0.19999974047864605,0.05293
706,1.0,10.0,2.0,0.5,3,2.1269156662639087e-07,0.19999974100387685,0.05292
707,1.0,10.0,2.0,0.5,4,2.124598652856798e-07,0.19999974153307076,0.052910000000000006
708,1.0,10.0,2.0,1.0,2,2.0184791753449715e-07,0.3333331071687372,0.04596
709,1.0,10.0,2.0,1.0,3,2.0230938129064233e-07,0.33333310709910957,0.04592
710,1.0,10.0,2.0,1.0,4,2.0195108131482797e-07,0.33333310703952984,0.045880000000000004
711,1.0,10.0,2.0,2.0,2,1.9424755557832644e-07,0.49999979687908924,0.03531
712,1.0,10.0,2.0,2.0,3,1.9343400730622415e-07,0.4999997974880577,0.03525
713,1.0,10.0,2.0,2.0,4,1.9422329971772294e-07,0.4999997964213225,0.03517
714,1.0,10.0,2.0,5.0,2,1.853925615055116e-07,0.7142855312849296,0.020059999999999998
715,1.0,10.0,2.0,5.0,3,1.8591742111616154e-07,0.7142855311172526,0.01995
716,1.0,10.0,2.0,5.0,4,1.848948976021387e-07,0.7142855324955466,0.019850000000000003
717,1.0,10.0,2.0,10.0,2,1.830202755692029e-07,0.8333331591553309,0.01103
718,1.0,10.0,2.0,10.0,3,1.809774359969713e-07,0.8333331628957138,0.0109
719,1.0,10.0,2.0,10.0,4,1.801800445349256e-07,0.8333331625116985,0.01075
720,1.0,10.0,5.0,0.5,2,2.2637837834984254e-07,0.09090877646915584,0.021650000000000003
721,1.0,10.0,5.0,0.5,3,2.2630862761392862e-07,0.09090877687723556,0.021650000000000003
722,1.0,10.0,5.0,0.5,4,2.262312276826813e-07,0.09090877729753527,0.021650000000000003
723,1.0,10.0,5.0,1.0,2,2.1476744361002728e-07,0.16666639853342619,0.02092
724,1.0,10.0,5.0,1.0,3,2.1466728721283268e-07,0.16666639921313947,0.02091
725,1.0,10.0,5.0,1.0,4,2.1454932966520893e-07,0.16666639991797022,0.020900000000000002
726,1.0,10.0,5.0,2.0,2,2.0397933333309679e-07,0.2857140535030753,0.018609999999999998
727,1.0,10.0,5.0,2.0,3,2.022676063311083e-07,0.28571405418042134,0.018580000000000003
728,1.0,10.0,5.0,2.0,4,2.025184936430256e-07,0.28571405491739293,0.01855
729,1.0,10.0,5.0,5.0,2,1.892183111717359e-07,0.4999998037490883,0.01315
730,1.0,10.0,5.0,5.0,3,1.8989597429665604e-07,0.4999998026622771,0.01307
731,1.0,10.0,5.0,5.0,4,1.9096702433740006e-07,0.4999998040694181,0.013
732,1.0,10.0,5.0,10.0,2,1.8158230270373374e-07,0.6666664881355482,0.00827
733,1.0,10.0,5.0,10.0,3,1.788641675907867e-07,0.6666664923426049,0.00816
734,1.0,10.0,5.0,10.0,4,1.818606051377936e-07,0.6666664912050659,0.008029999999999999
735,1.0,10.0,10.0,0.5,2,2.381541060766145e-07,0.04761868199395161,0.01002
736,1.0,10.0,10.0,0.5,3,2.3942060214384565e-07,0.04761868046353037,0.01002
737,1.0,10.0,10.0,0.5,4,2.3782015315227209e-07,0.04761868333401623,0.010029999999999999
738,1.0,10.0,10.0,1.0,2,2.2266800042434746e-07,0.09090878486819601,0.010150000000000001
739,1.0,10.0,10.0,1.0,3,2.2223285051862333e-07,0.09090878618954971,0.010150000000000001
740,1.0,10.0,10.0,1.0,4,2.2175821577295108e-07,0.09090878757138152,0.010150000000000001
741,1.0,10.0,10.0,2.0,2,2.1290337223391716e-07,0.16666640507593602,0.009710000000000002
742,1.0,10.0,10.0,2.0,3,2.1198749060717853e-07,0.16666640752773582,0.0097
743,1.0,10.0,10.0,2.0,4,2.1000973417535456e-07,0.16666640647396425,0.00968
744,1.0,10.0,10.0,5.0,2,1.9240869862895873e-07,0.333333122230725,0.00787
745,1.0,10.0,10.0,5.0,3,1.946707271383643e-07,0.3333331230033276,0.00782
746,1.0,10.0,10.0,5.0,4,1.9185911878367388e-07,0.3333331243403396,0.007770000000000001
747,1.0,10.0,10.0,10.0,2,1.820264865557613e-07,0.4999998192215846,0.00545
748,1.0,10.0,10.0,10.0,3,1.7732735680960373e-07,0.49999982606157517,0.005350000000000001
749,1.0,10.0,10.0,10.0,4,1.7951554460676768e-07,0.49999982684047095,0.00523
750,2.0,0.5,0.5,0.5,2,3.522226750595811e-07,0.4999999657415903,0.11960000000000001
751,2.0,0.5,0.5,0.5,3,3.5953324241347934e-07,0.5000000773505161,0.12040000000000001
752,2.0,0.5,0.5,0.5,4,2.794430173792813e-07,0.5000000955979716,0.12340999999999999
753,2.0,0.5,0.5,1.0,2,2.8089138607910835e-07,0.6666665252893734,0.12411
754,2.0,0.5,0.5,1.0,3,2.5544454994221896e-07,0.6666667676872844,0.1274
755,2.0,0.5,0.5,1.0,4,3.30598217682868e-07,0.666666813687002,0.12905
756,2.0,0.5,0.5,2.0,2,3.2683910473174675e-07,0.8000001159522061,0.12805000000000002
757,2.0,0.5,0.5,2.0,3,3.034782856588583e-07,0.8000000041348375,0.1343
758,2.0,0.5,0.5,2.0,4,2.929796971177999e-07,0.7999998762563304,0.14078
759,2.0,0.5,0.5,5.0,2,2.946200069506435e-07,0.9090910137151668,0.13816
760,2.0,0.5,0.5,5.0,3,2.8215496442574446e-07,0.9090907999816766,0.1562
761,2.0,0.5,0.5,5.0,4,2.8750284587009426e-07,0.9090907787821795,0.17814000000000002
762,2.0,0.5,0.5,10.0,2,2.8850209982847595e-07,0.9523808178672413,0.15628
763,2.0,0.5,0.5,10.0,3,2.8813909058030414e-07,0.9523808100253026,0.20883000000000002
764,2.0,0.5,0.5,10.0,4,2.93551200210124e-07,0.9523808391765309,0.31275
765,2.0,0.5,1.0,0.5,2,3.136532899577936e-07,0.3333333416250649,0.11560000000000001
766,2.0,0.5,1.0,0.5,3,3.2514524399370774e-07,0.3333331634933018,0.11788
767,2.0,0.5,1.0,0.5,4,2.907551591408679e-07,0.3333332905306756,0.11901
768,2.0,0.5,1.0,1.0,2,3.007487515986184e-07,0.4999999772209882,0.12188
769,2.0,0.5,1.0,1.0,3,3.242653125565529e-07,0.5000001850535679,0.12342
770,2.0,0.5,1.0,1.0,4,3.1036835401291297e-07,0.49999982615052174,0.1267
771,2.0,0.5,1.0,2.0,2,3.108019959019531e-07,0.6666668412789161,0.12632000000000002
772,2.0,0.5,1.0,2.0,3,2.901661240017189e-07,0.6666667711072269,0.13226
773,2.0,0.5,1.0,2.0,4,2.801578994548349e-07,0.6666665659876161,0.13848
774,2.0,0.5,1.0,5.0,2,3.070470538710836e-07,0.8333333393146926,0.13728
775,2.0,0.5,1.0,5.0,3,2.999731292321658e-07,0.8333334881616423,0.1547
776,2.0,0.5,1.0,5.0,4,2.980776230687787e-07,0.8333333612917829,0.17714000000000002
777,2.0,0.5,1.0,10.0,2,2.925248757507375e-07,0.9090907852811745,0.15587
778,2.0,0.5,1.0,10.0,3,2.9017201681843914e-07,0.9090910655309651,0.20788
779,2.0,0.5,1.0,10.0,4,2.8767001827818393e-07,0.9090909015957309,0.3119
780,2.0,0.5,2.0,0.5,2,3.5210661634621874e-07,0.20000022066964787,0.11062999999999999
781,2.0,0.5,2.0,0.5,3,3.4483145197800417e-07,0.19999982083829082,0.11278
782,2.0,0.5,2.0,0.5,4,3.4396406765732705e-07,0.19999979240764248,0.11345000000000001
783,2.0,0.5,2.0,1.0,2,3.6091707054268384e-07,0.33333346174381134,0.11685000000000001
784,2.0,0.5,2.0,1.0,3,3.46709910988927e-07,0.33333325104961337,0.11962
785,2.0,0.5,2.0,1.0,4,3.3421981531242297e-07,0.3333333410705622,0.12251000000000001
786,2.0,0.5,2.0,2.0,2,3.423136192606469e-07,0.5000001049263306,0.12340000000000001
787,2.0,0.5,2.0,2.0,3,3.282208446388949e-07,0.4999998649118059,0.12884
788,2.0,0.5,2.0,2.0,4,3.145459633940832e-07,0.4999999522577431,0.13475
789,2.0,0.5,2.0,5.0,2,2.9776986085372553e-07,0.7142858694616118,0.13621
790,2.0,0.5,2.0,5.0,3,2.9526690305022854e-07,0.7142858722927081,0.15322
791,2.0,0.5,2.0,5.0,4,3.0000449655692897e-07,0.7142855654518232,0.17475
792,2.0,0.5,2.0,10.0,2,2.950579704645965e-07,0.8333332448547863,0.1545
793,2.0,0.5,2.0,10.0,3,2.9297566870229797e-07,0.8333334889009343,0.20668
794,2.0,0.5,2.0,10.0,4,2.9212542846195493e-07,0.8333334618157541,0.30981000000000003
795,2.0,0.5,5.0,0.5,2,3.480627526153152e-07,0.09090920565418689,0.10391
796,2.0,0.5,5.0,0.5,3,3.785517815012385e-07,0.09090933711036847,0.10464
797,2.0,0.5,5.0,0.5,4,4.040224250834209e-07,0.0909091368576084,0.10540999999999999
798,2.0,0.5,5.0,1.0,2,3.5060959307981903e-07,0.16666687475390038,0.11087999999999999
799,2.0,0.5,5.0,1.0,3,3.4246350164990753e-07,0.16666650470027836,0.11321
800,2.0,0.5,5.0,1.0,4,3.304709536227057e-07,0.16666664032298106,0.11561
801,2.0,0.5,5.0,2.0,2,3.316178187220315e-07,0.285714100468116,0.11807000000000001
802,2.0,0.5,5.0,2.0,3,3.1402138173010024e-07,0.28571429544831983,0.12371000000000001
803,2.0,0.5,5.0,2.0,4,3.518656539093395e-07,0.28571427469185895,0.12875999999999999
804,2.0,0.5,5.0,5.0,2,3.087857213469223e-07,0.49999985037063066,0.13203
805,2.0,0.5,5.0,5.0,3,3.188156092522947e-07,0.49999999236456166,0.14848
806,2.0,0.5,5.0,5.0,4,3.105034706683497e-07,0.5000001711266384,0.17022
807,2.0,0.5,5.0,10.0,2,2.9451601979869275e-07,0.6666666525829138,0.15212
808,2.0,0.5,5.0,10.0,3,3.1003364768785806e-07,0.666666653966069,0.20266
809,2.0,0.5,5.0,10.0,4,2.9979139227147055e-07,0.6666668300123715,0.30436
810,2.0,0.5,10.0,0.5,2,4.0076405544867265e-07,0.04761931893697733,0.09758
811,2.0,0.5,10.0,0.5,3,4.012957431234118e-07,0.047619095348549946,0.09816
812,2.0,0.5,10.0,0.5,4,3.8949608060991757e-07,0.047618981283335665,0.09951
813,2.0,0.5,10.0,1.0,2,3.885599963132217e-07,0.09090889439120048,0.10438
814,2.0,0.5,10.0,1.0,3,3.769092005166656e-07,0.09090890598284376,0.10707000000000001
815,2.0,0.5,10.0,1.0,4,3.711558319398016e-07,0.0909092418193813,0.10911
816,2.0,0.5,10.0,2.0,2,3.6447782939528746e-07,0.16666653418618774,0.11266
817,2.0,0.5,10.0,2.0,3,3.531143453488937e-07,0.16666665883469503,0.11756
818,2.0,0.5,10.0,2.0,4,3.4120093953649847e-07,0.16666645375660757,0.12339
819,2.0,0.5,10.0,5.0,2,3.2105125859634173e-07,0.3333334657282127,0.12778
820,2.0,0.5,10.0,5.0,3,3.3271410992669464e-07,0.33333351821973684,0.14368
821,2.0,0.5,10.0,5.0,4,3.3559897049699117e-07,0.33333352136423294,0.16417
822,2.0,0.5,10.0,10.0,2,3.1080158891440494e-07,0.49999991769796687,0.14880000000000002
823,2.0,0.5,10.0,10.0,3,3.1176636511053826e-07,0.5000001499752695,0.19807
824,2.0,0.5,10.0,10.0,4,3.1365836184943693e-07,0.5000001310550843,0.29722000000000004
825,2.0,1.0,0.5,0.5,2,1.9736206611420491e-07,0.5000000316206792,0.06018
826,2.0,1.0,0.5,0.5,3,1.9062218353376295e-07,0.5000000557498148,0.06035
827,2.0,1.0,0.5,0.5,4,1.8974781854691534e-07,0.5000000796207924,0.06051
828,2.0,1.0,0.5,1.0,2,2.7896216150786783e-07,0.666666555363126,0.061880000000000004
829,2.0,1.0,0.5,1.0,3,3.2448801465015196e-07,0.6666665902387018,0.06222
830,2.0,1.0,0.5,1.0,4,3.642429492215554e-07,0.666666634557814,0.06253
831,2.0,1.0,0.5,2.0,2,3.0480932075479763e-07,0.799999942881365,0.06243
832,2.0,1.0,0.5,2.0,3,2.5229998875587755e-07,0.7999999596999321,0.06472
833,2.0,1.0,0.5,2.0,4,2.812244347164934e-07,0.8000000965780427,0.06546
834,2.0,1.0,0.5,5.0,2,3.2348316532570267e-07,0.9090907387890015,0.06527
835,2.0,1.0,0.5,5.0,3,2.917630056777251e-07,0.9090907955829204,0.06942
836,2.0,1.0,0.5,5.0,4,2.8543244498995124e-07,0.9090909245133393,0.07377
837,2.0,1.0,0.5,10.0,2,2.884371479617775e-07,0.9523808292106173,0.06928
838,2.0,1.0,0.5,10.0,3,3.127747241047454e-07,0.9523809916846274,0.07798000000000001
839,2.0,1.0,0.5,10.0,4,2.8606329134827955e-07,0.9523811069843142,0.08957000000000001
840,2.0,1.0,1.0,0.5,2,3.3291616179649133e-07,0.3333335135707027,0.05775
841,2.0,1.0,1.0,0.5,3,3.607480855216169e-07,0.3333335055819393,0.0579
842,2.0,1.0,1.0,0.5,4,3.8792081030938013e-07,0.3333334934907814,0.058050000000000004
843,2.0,1.0,1.0,1.0,2,3.050070907670212e-07,0.5000000527836757,0.06062000000000001
844,2.0,1.0,1.0,1.0,3,3.229884623930876e-07,0.5000001159384188,0.06103
845,2.0,1.0,1.0,1.0,4,3.332394518104746e-07,0.500000161880583,0.06136
846,2.0,1.0,1.0,2.0,2,2.533659012212315e-07,0.6666665594368388,0.062329999999999997
847,2.0,1.0,1.0,2.0,3,3.328663949256283e-07,0.6666664806433142,0.06301
848,2.0,1.0,1.0,2.0,4,2.4534373043919127e-07,0.6666668056893943,0.06520000000000001
849,2.0,1.0,1.0,5.0,2,3.4173463570153604e-07,0.8333334201384472,0.06481
850,2.0,1.0,1.0,5.0,3,3.1330375561454935e-07,0.833333304715601,0.06883
851,2.0,1.0,1.0,5.0,4,2.925136467048087e-07,0.8333331835732869,0.07313
852,2.0,1.0,1.0,10.0,2,2.8067454088347446e-07,0.909090981586592,0.06918
853,2.0,1.0,1.0,10.0,3,3.0707207354018723e-07,0.909090793265416,0.07775
854,2.0,1.0,1.0,10.0,4,2.984414502701154e-07,0.9090908118430364,0.08922
855,2.0,1.0,2.0,0.5,2,3.684325284487664e-07,0.20000023781993514,0.05497
856,2.0,1.0,2.0,0.5,3,3.660806120853139e-07,0.2000002426186349,0.055130000000000005
857,2.0,1.0,2.0,0.5,4,3.5590190520481525e-07,0.20000023030563716,0.05535
858,2.0,1.0,2.0,1.0,2,2.954963888161492e-07,0.33333322422449513,0.05856
859,2.0,1.0,2.0,1.0,3,2.798115854429786e-07,0.3333333093458385,0.059
860,2.0,1.0,2.0,1.0,4,2.900858626772405e-07,0.3333333869671814,0.05933
861,2.0,1.0,2.0,2.0,2,3.587621482389311e-07,0.5000000780592259,0.06021
862,2.0,1.0,2.0,2.0,3,3.159051567326842e-07,0.5000000051631323,0.062130000000000005
863,2.0,1.0,2.0,2.0,4,3.421972555425484e-07,0.49999983119584496,0.06286
864,2.0,1.0,2.0,5.0,2,3.232632945944181e-07,0.7142855736491256,0.06407
865,2.0,1.0,2.0,5.0,3,2.9856539717448274e-07,0.7142855528618334,0.06793
866,2.0,1.0,2.0,5.0,4,2.802546034257972e-07,0.7142857392357034,0.07206
867,2.0,1.0,2.0,10.0,2,2.680182036685066e-07,0.8333333174703924,0.06902
868,2.0,1.0,2.0,10.0,3,2.934156210945761e-07,0.8333331762202627,0.07740999999999999
869,2.0,1.0,2.0,10.0,4,2.9990352746171847e-07,0.8333334584656381,0.08862
870,2.0,1.0,5.0,0.5,2,4.233748232492798e-07,0.09090920329915587,0.05115
871,2.0,1.0,5.0,0.5,3,3.2566803211952687e-07,0.09090930357856891,0.05211
872,2.0,1.0,5.0,0.5,4,3.4369434483792905e-07,0.09090922129436985,0.052450000000000004
873,2.0,1.0,5.0,1.0,2,3.494071892531739e-07,0.16666646217848147,0.054950000000000006
874,2.0,1.0,5.0,1.0,3,3.49645935062344e-07,0.1666664522701335,0.05526
875,2.0,1.0,5.0,1.0,4,3.472469935923105e-07,0.16666650785833034,0.05558
876,2.0,1.0,5.0,2.0,2,3.552199754158278e-07,0.2857140734022347,0.05766
877,2.0,1.0,5.0,2.0,3,3.061895609651309e-07,0.2857144760468005,0.05931
878,2.0,1.0,5.0,2.0,4,3.748270806591334e-07,0.2857143231499574,0.06012000000000001
879,2.0,1.0,5.0,5.0,2,3.408941522578419e-07,0.49999981343447075,0.06232
880,2.0,1.0,5.0,5.0,3,3.417085304482327e-07,0.500000025447787,0.06582
881,2.0,1.0,5.0,5.0,4,3.070092201884381e-07,0.4999998926681483,0.0703
882,2.0,1.0,5.0,10.0,2,3.082243537049401e-07,0.6666667752917891,0.06766
883,2.0,1.0,5.0,10.0,3,2.977603651682289e-07,0.6666665288429606,0.07622
884,2.0,1.0,5.0,10.0,4,3.2002833845586264e-07,0.6666667089148073,0.08685999999999999
885,2.0,1.0,10.0,0.5,2,4.071487888539586e-07,0.04761932507048322,0.04843
886,2.0,1.0,10.0,0.5,3,4.331317721981105e-07,0.04761930385755198,0.04857
887,2.0,1.0,10.0,0.5,4,4.5401113499552493e-07,0.04761925242816229,0.04872
888,2.0,1.0,10.0,1.0,2,3.766844462943837e-07,0.09090914356056812,0.05203
889,2.0,1.0,10.0,1.0,3,3.8874786275960883e-07,0.09090929425376923,0.05235
890,2.0,1.0,10.0,1.0,4,3.8529249210792456e-07,0.09090935326463012,0.052660000000000005
891,2.0,1.0,10.0,2.0,2,3.548359815018979e-07,0.1666668037131005,0.05511
892,2.0,1.0,10.0,2.0,3,3.3469203990373966e-07,0.16666649852189275,0.0565
893,2.0,1.0,10.0,2.0,4,3.2102455898091806e-07,0.16666685326809638,0.05788
894,2.0,1.0,10.0,5.0,2,3.073913433118885e-07,0.3333333533678169,0.06055000000000001
895,2.0,1.0,10.0,5.0,3,3.570482633157439e-07,0.33333346133102565,0.06371
896,2.0,1.0,10.0,5.0,4,3.330430105336029e-07,0.33333348323668555,0.06775
897,2.0,1.0,10.0,10.0,2,3.1934975524199914e-07,0.49999988857021216,0.06607
